File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF416NHC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF400BSN/, /files/ENCFF023NGN/	4962159	ENCODE Processing Pipeline	d83714f13c2bdcd19e88bc46778b12b6		https://www.encodeproject.org/files/ENCFF416NHC/@@download/ENCFF416NHC.bed.gz				released	s3://encode-public/2016/12/13/132eb64b-b0dc-456b-b409-fd0bf350d82c/ENCFF416NHC.bed.gz	low read depth, improper control_type of control experiment, low read length, borderline replicate concordance		
ENCFF587YQM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF023NGN/, /files/ENCFF321ZQU/	5592576	ENCODE Processing Pipeline	600e934e76282c503150b0a9653e6d36		https://www.encodeproject.org/files/ENCFF587YQM/@@download/ENCFF587YQM.bed.gz				released	s3://encode-public/2016/12/13/17280bc9-e0d4-41d6-871d-071bc09cd307/ENCFF587YQM.bed.gz	low read depth, improper control_type of control experiment, low read length, borderline replicate concordance		
ENCFF571YBD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF400BSN/, /files/ENCFF023NGN/, /files/ENCFF321ZQU/	6153337	ENCODE Processing Pipeline	7d2b966d4712f84fabbda31debaf2757		https://www.encodeproject.org/files/ENCFF571YBD/@@download/ENCFF571YBD.bed.gz				released	s3://encode-public/2016/12/13/f69f6495-2aaa-461b-b2ef-055110fcba83/ENCFF571YBD.bed.gz	low read depth, improper control_type of control experiment, low read length, borderline replicate concordance		
ENCFF826HDC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EGN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF416NHC/, /files/ENCFF419RSJ/, /files/ENCFF587YQM/, /files/ENCFF571YBD/	711297	ENCODE Processing Pipeline	3ee82424a1d7aeb2fddde0e757dc775a		https://www.encodeproject.org/files/ENCFF826HDC/@@download/ENCFF826HDC.bed.gz				released	s3://encode-public/2016/12/13/c2302459-0bdc-4d3b-b1af-fe827ab7a6e6/ENCFF826HDC.bed.gz	low read depth, improper control_type of control experiment, low read length, borderline replicate concordance		
ENCFF213EYD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EGN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF416NHC/, /files/ENCFF419RSJ/, /files/ENCFF587YQM/, /files/ENCFF571YBD/	808369	ENCODE Processing Pipeline	46a248a637663e0555402451943362c9		https://www.encodeproject.org/files/ENCFF213EYD/@@download/ENCFF213EYD.bed.gz				released	s3://encode-public/2016/12/13/fc63d3e9-45b9-4196-9b09-19694d1ac40d/ENCFF213EYD.bed.gz	low read depth, improper control_type of control experiment, low read length, borderline replicate concordance		
ENCFF894JDF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR632DCH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ATF3-human/		hg19 1 212658547 212847095		ATF3-human	DNA						2016-08-24	ENCODE				2	2_1							/files/ENCFF938FQC/, /files/ENCFF394JQH/	6659004	ENCODE Processing Pipeline	af0b364522bac11653f5e232ec27a7d6		https://www.encodeproject.org/files/ENCFF894JDF/@@download/ENCFF894JDF.bed.gz				released	s3://encode-public/2016/10/31/40578703-76d0-4703-83d2-83e23a9f1839/ENCFF894JDF.bed.gz	low read depth, moderate library complexity, mild to moderate bottlenecking, missing compliant biosample characterization, missing genetic modification characterization		
ENCFF265AHI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR632DCH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ATF3-human/		hg19 1 212658547 212847095		ATF3-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF327XSI/, /files/ENCFF938FQC/, /files/ENCFF394JQH/	7216997	ENCODE Processing Pipeline	9bfdb9e00388daacc7d9330060983115		https://www.encodeproject.org/files/ENCFF265AHI/@@download/ENCFF265AHI.bed.gz				released	s3://encode-public/2016/10/31/bb7b9b1f-97b0-4566-81ec-01f42024f343/ENCFF265AHI.bed.gz	low read depth, moderate library complexity, mild to moderate bottlenecking, missing compliant biosample characterization, missing genetic modification characterization		
ENCFF492ZNK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR632DCH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ATF3-human/		hg19 1 212658547 212847095		ATF3-human	DNA						2016-08-24	ENCODE				1	1_1							/files/ENCFF327XSI/, /files/ENCFF394JQH/	6947208	ENCODE Processing Pipeline	39ee85589bc2498b59bd34e10c3e0d93		https://www.encodeproject.org/files/ENCFF492ZNK/@@download/ENCFF492ZNK.bed.gz				released	s3://encode-public/2016/10/31/8c476573-af86-414c-8a11-11f02c0cd10d/ENCFF492ZNK.bed.gz	low read depth, moderate library complexity, mild to moderate bottlenecking, missing compliant biosample characterization, missing genetic modification characterization		
ENCFF419WTZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR632DCH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ATF3-human/		hg19 1 212658547 212847095		ATF3-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF265AHI/, /files/ENCFF894JDF/, /files/ENCFF419RSJ/, /files/ENCFF492ZNK/	795933	ENCODE Processing Pipeline	db80ad0dec4830532fc99a3350ab1b37		https://www.encodeproject.org/files/ENCFF419WTZ/@@download/ENCFF419WTZ.bed.gz				released	s3://encode-public/2016/10/31/0cf898c5-70df-45cc-ae51-47f29008fb94/ENCFF419WTZ.bed.gz	low read depth, moderate library complexity, mild to moderate bottlenecking, missing compliant biosample characterization, missing genetic modification characterization		
ENCFF605TNJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR632DCH	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ATF3-human/		hg19 1 212658547 212847095		ATF3-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF265AHI/, /files/ENCFF894JDF/, /files/ENCFF419RSJ/, /files/ENCFF492ZNK/	784161	ENCODE Processing Pipeline	ed5636e4b4934f3ba5a5caf3db0b27ec		https://www.encodeproject.org/files/ENCFF605TNJ/@@download/ENCFF605TNJ.bed.gz				released	s3://encode-public/2016/10/31/aecf1022-a408-4bbb-ae06-448bf616c919/ENCFF605TNJ.bed.gz	low read depth, moderate library complexity, mild to moderate bottlenecking, missing compliant biosample characterization, missing genetic modification characterization		
ENCFF410LYI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR671GFC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TAF7-human/				TAF7-human	DNA						2016-01-14	ENCODE			450-650	1	1_1							/files/ENCFF700BKM/, /files/ENCFF562PEW/	5925947	ENCODE Processing Pipeline	9299dd6e7ba9c5c6ce6bbb48871ca2b4		https://www.encodeproject.org/files/ENCFF410LYI/@@download/ENCFF410LYI.bed.gz				released	s3://encode-public/2016/10/24/b6efa299-812e-4d55-a4b5-1adbd62dbdda/ENCFF410LYI.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF400FKO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR671GFC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TAF7-human/				TAF7-human	DNA						2016-01-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF700BKM/, /files/ENCFF931HWG/, /files/ENCFF562PEW/	6736983	ENCODE Processing Pipeline	513e2047a5ec34c46cca53daa3030837		https://www.encodeproject.org/files/ENCFF400FKO/@@download/ENCFF400FKO.bed.gz				released	s3://encode-public/2016/10/28/5c26b9fe-b967-4710-bd3f-5431af6da125/ENCFF400FKO.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF752QBL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR671GFC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TAF7-human/				TAF7-human	DNA						2016-01-14	ENCODE			450-650	2	2_1							/files/ENCFF700BKM/, /files/ENCFF931HWG/	5917778	ENCODE Processing Pipeline	31dcb882a4e018ea1b2224f147f0905a		https://www.encodeproject.org/files/ENCFF752QBL/@@download/ENCFF752QBL.bed.gz				released	s3://encode-public/2016/10/28/d3c957b9-4b7e-4352-9e1d-7a94e607805f/ENCFF752QBL.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF323RGW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR671GFC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TAF7-human/				TAF7-human	DNA						2016-01-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF410LYI/, /files/ENCFF419RSJ/, /files/ENCFF752QBL/, /files/ENCFF400FKO/	225739	ENCODE Processing Pipeline	c230989b1a11aa4663f27432d27e71aa		https://www.encodeproject.org/files/ENCFF323RGW/@@download/ENCFF323RGW.bed.gz				released	s3://encode-public/2016/10/28/0ba6effc-050a-4324-ad17-c3e3f96bcaa4/ENCFF323RGW.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF465BGX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR671GFC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TAF7-human/				TAF7-human	DNA						2016-01-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF410LYI/, /files/ENCFF419RSJ/, /files/ENCFF752QBL/, /files/ENCFF400FKO/	190571	ENCODE Processing Pipeline	a76f48885f2a412d34b5c7e223b2d4fd		https://www.encodeproject.org/files/ENCFF465BGX/@@download/ENCFF465BGX.bed.gz				released	s3://encode-public/2016/10/28/41e89279-8a6a-4a5e-8fc0-42d2c946e1ba/ENCFF465BGX.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF333QUP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR596IKD	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ETS2-human/				ETS2-human	DNA						2016-08-24	ENCODE				2	2_1							/files/ENCFF535SSL/, /files/ENCFF816BIC/	6277205	ENCODE Processing Pipeline	9d57ae2cdd0ee53fc4a015fbbf33fe7a		https://www.encodeproject.org/files/ENCFF333QUP/@@download/ENCFF333QUP.bed.gz				released	s3://encode-public/2016/10/31/15c8ca1f-4d00-4aa3-aa91-c64b54d0ad90/ENCFF333QUP.bed.gz	moderate library complexity, missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization	severe bottlenecking, poor library complexity	
ENCFF687OMH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR596IKD	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ETS2-human/				ETS2-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF333QUP/, /files/ENCFF515APP/, /files/ENCFF419RSJ/, /files/ENCFF834LHN/	33536	ENCODE Processing Pipeline	17227c49db14dbcd7b6f29f75d53c412		https://www.encodeproject.org/files/ENCFF687OMH/@@download/ENCFF687OMH.bed.gz				released	s3://encode-public/2016/10/31/1e50e710-4768-4c9b-8f1b-d1291d80c284/ENCFF687OMH.bed.gz	moderate library complexity, missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization	severe bottlenecking, poor library complexity	
ENCFF515APP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR596IKD	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ETS2-human/				ETS2-human	DNA						2016-08-24	ENCODE				1	1_1							/files/ENCFF816BIC/, /files/ENCFF950PAH/	5958060	ENCODE Processing Pipeline	29f0063eb1bb8fb250c242f3c0a58d84		https://www.encodeproject.org/files/ENCFF515APP/@@download/ENCFF515APP.bed.gz				released	s3://encode-public/2016/10/31/55cce4c1-2a38-4617-aa04-d398f31aa288/ENCFF515APP.bed.gz	moderate library complexity, missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization	severe bottlenecking, poor library complexity	
ENCFF834LHN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR596IKD	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ETS2-human/				ETS2-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF535SSL/, /files/ENCFF816BIC/, /files/ENCFF950PAH/	6886626	ENCODE Processing Pipeline	18c33709ae53bc4ecbbec3d6cc8406b7		https://www.encodeproject.org/files/ENCFF834LHN/@@download/ENCFF834LHN.bed.gz				released	s3://encode-public/2016/10/31/74a8775f-e8c2-40a7-82ad-f769fc8ca32d/ENCFF834LHN.bed.gz	moderate library complexity, missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization	severe bottlenecking, poor library complexity	
ENCFF149PSG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR596IKD	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ETS2-human/				ETS2-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF333QUP/, /files/ENCFF515APP/, /files/ENCFF419RSJ/, /files/ENCFF834LHN/	19600	ENCODE Processing Pipeline	875ae09e10e568aae0e80addbff2915e		https://www.encodeproject.org/files/ENCFF149PSG/@@download/ENCFF149PSG.bed.gz				released	s3://encode-public/2016/10/31/14dbca1e-a09e-4625-a3c6-8113d50357aa/ENCFF149PSG.bed.gz	moderate library complexity, missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization	severe bottlenecking, poor library complexity	
ENCFF950RJP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BNN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THAP1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF772PJM/, /files/ENCFF680COV/	3809186	ENCODE Processing Pipeline	9b71261baab03d5c895ccffc7fea547b		https://www.encodeproject.org/files/ENCFF950RJP/@@download/ENCFF950RJP.bed.gz				released	s3://encode-public/2016/12/16/91757470-ddd7-4a55-bfdd-0a33a4908c42/ENCFF950RJP.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF130TPD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BNN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THAP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF510COO/, /files/ENCFF419RSJ/, /files/ENCFF950RJP/, /files/ENCFF061TOQ/	106296	ENCODE Processing Pipeline	b41833219a82f27ff1db888e32c31b17		https://www.encodeproject.org/files/ENCFF130TPD/@@download/ENCFF130TPD.bed.gz				released	s3://encode-public/2016/12/16/935866fd-4391-4884-9215-a2aec8348973/ENCFF130TPD.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF510COO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BNN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THAP1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF772PJM/, /files/ENCFF393ZAK/	4285892	ENCODE Processing Pipeline	079c679cbd2ec6d3b42623ad499f49a0		https://www.encodeproject.org/files/ENCFF510COO/@@download/ENCFF510COO.bed.gz				released	s3://encode-public/2016/12/16/a3746fbb-9645-420d-9772-d87b2eabcace/ENCFF510COO.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF061TOQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BNN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THAP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF772PJM/, /files/ENCFF393ZAK/, /files/ENCFF680COV/	4777215	ENCODE Processing Pipeline	bcfd6b78c9afa0aacc5f4588ede61829		https://www.encodeproject.org/files/ENCFF061TOQ/@@download/ENCFF061TOQ.bed.gz				released	s3://encode-public/2016/12/16/cbee34ff-cd5e-4797-b06c-cdc901f9eab2/ENCFF061TOQ.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF144DMD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BNN	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THAP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF510COO/, /files/ENCFF419RSJ/, /files/ENCFF950RJP/, /files/ENCFF061TOQ/	84767	ENCODE Processing Pipeline	f8a3a674d78f788bd85453d0e28e5e90		https://www.encodeproject.org/files/ENCFF144DMD/@@download/ENCFF144DMD.bed.gz				released	s3://encode-public/2016/12/16/10b32137-11c7-43e1-a6de-c2f21f680c02/ENCFF144DMD.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF910MGU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGR	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF123YHB/, /files/ENCFF363BPK/, /files/ENCFF332BFE/	1116964	ENCODE Processing Pipeline	b497986ca0dc4a4a60b26727e5906dd2		https://www.encodeproject.org/files/ENCFF910MGU/@@download/ENCFF910MGU.bed.gz				released	s3://encode-public/2017/07/14/f755a272-0707-4337-9f84-67b87c52e7a9/ENCFF910MGU.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth
ENCFF920JAQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGR	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF123YHB/, /files/ENCFF363BPK/, /files/ENCFF332BFE/, /files/ENCFF818QIJ/	4401838	ENCODE Processing Pipeline	71d8f27201b54f61b47e1d71c0daeb04		https://www.encodeproject.org/files/ENCFF920JAQ/@@download/ENCFF920JAQ.bed.gz				released	s3://encode-public/2017/07/14/26980817-016f-4d4a-a4f5-16b9e5039623/ENCFF920JAQ.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth
ENCFF295THQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGR	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF123YHB/, /files/ENCFF332BFE/, /files/ENCFF818QIJ/	2681698	ENCODE Processing Pipeline	87cfe6d88c47ff80feae009453b182b1		https://www.encodeproject.org/files/ENCFF295THQ/@@download/ENCFF295THQ.bed.gz				released	s3://encode-public/2017/07/14/d8bf5bee-e51a-4a3a-becf-37a219e45c0b/ENCFF295THQ.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth
ENCFF124MXH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EGR	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF295THQ/, /files/ENCFF910MGU/, /files/ENCFF920JAQ/	64184	ENCODE Processing Pipeline	c324ff9c00e477a5920fae9ee6f4b9f4		https://www.encodeproject.org/files/ENCFF124MXH/@@download/ENCFF124MXH.bed.gz				released	s3://encode-public/2017/07/14/92a49eed-e913-417b-bdc1-b3ea976ceda8/ENCFF124MXH.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth
ENCFF302CPE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EGR	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF295THQ/, /files/ENCFF910MGU/, /files/ENCFF920JAQ/	79562	ENCODE Processing Pipeline	7edd9048d520370449e8277c99d9e666		https://www.encodeproject.org/files/ENCFF302CPE/@@download/ENCFF302CPE.bed.gz				released	s3://encode-public/2017/07/14/85e68dce-8214-4ada-9f60-5885a59d0f86/ENCFF302CPE.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth
